cust_id,product_group,deposit_category,product_type,balance,active_flag,has_credit_card
1219,Loan,N/A,Personal Loan,448.7,Y,1
1220,Deposit,NIDDA,Checking,4561.91,Y,1
1220,Deposit,IBB,Savings,9480.32,Y,1
1220,Credit,N/A,Credit Card,919.07,Y,1
1220,Loan,N/A,Home Loan,0.0,N,1
1220,Loan,N/A,Auto Loan,0.0,N,1
1220,Loan,N/A,Personal Loan,548.38,Y,1
1221,Deposit,NIDDA,Checking,2846.37,Y,1
1221,Credit,N/A,Credit Card,309.44,Y,1
1221,Loan,N/A,Home Loan,0.0,N,1
1221,Loan,N/A,Auto Loan,0.0,N,1
1221,Loan,N/A,Personal Loan,0.0,N,1
1222,Deposit,IBB,Money Market,39950.58,Y,1
1222,Deposit,NIDDA,Checking,34087.01,Y,1
1222,Deposit,IBB,Savings,8221.69,Y,1
1222,Credit,N/A,Credit Card,19175.02,Y,1
1222,Loan,N/A,Home Loan,0.0,N,1
1222,Loan,N/A,Auto Loan,0.0,N,1
1222,Loan,N/A,Personal Loan,0.0,N,1
1223,Deposit,NIDDA,Checking,6340.79,Y,1
1223,Credit,N/A,Credit Card,1612.84,Y,1
1223,Loan,N/A,Home Loan,81372.6,Y,1
1223,Loan,N/A,Auto Loan,0.0,N,1
1223,Loan,N/A,Personal Loan,707.66,Y,1
1224,Deposit,NIDDA,Checking,14767.45,Y,1
1224,Deposit,IBB,Savings,31577.46,Y,1
1224,Credit,N/A,Credit Card,519.76,Y,1
1224,Loan,N/A,Home Loan,0.0,N,1
1224,Loan,N/A,Auto Loan,0.0,N,1
1224,Loan,N/A,Personal Loan,0.0,N,1
1225,Deposit,NIDDA,Checking,1536.27,Y,1
1225,Deposit,IBB,Savings,12066.49,Y,1
1225,Credit,N/A,Credit Card,2020.08,Y,1
1225,Loan,N/A,Home Loan,0.0,N,1
1225,Loan,N/A,Auto Loan,2073.54,Y,1
1225,Loan,N/A,Personal Loan,886.09,Y,1
1226,Deposit,NIDDA,Checking,16332.03,Y,1
1226,Credit,N/A,Credit Card,6978.35,Y,1
1226,Loan,N/A,Home Loan,0.0,N,1
1226,Loan,N/A,Auto Loan,0.0,N,1
1226,Loan,N/A,Personal Loan,0.0,N,1
1227,Deposit,NIDDA,Checking,4054.85,Y,0
1227,Deposit,IBB,Savings,41315.62,Y,0
1227,Credit,N/A,Credit Card,0.0,N,0
1227,Loan,N/A,Home Loan,81372.6,Y,0
1227,Loan,N/A,Auto Loan,0.0,N,0
1227,Loan,N/A,Personal Loan,0.0,N,0
1228,Deposit,NIDDA,Checking,9592.74,Y,1
1228,Credit,N/A,Credit Card,1236.02,Y,1
1228,Loan,N/A,Home Loan,0.0,N,1
1228,Loan,N/A,Auto Loan,0.0,N,1
1228,Loan,N/A,Personal Loan,0.0,N,1
1229,Deposit,NIDDA,Checking,5022.54,Y,1
1229,Deposit,IBB,Savings,3137.72,Y,1
1229,Credit,N/A,Credit Card,973.21,Y,1
1229,Loan,N/A,Home Loan,0.0,N,1
1229,Loan,N/A,Auto Loan,0.0,N,1
1229,Loan,N/A,Personal Loan,0.0,N,1
1230,Deposit,NIDDA,Checking,8633.67,Y,1
1230,Deposit,IBB,Savings,11334.93,Y,1
1230,Credit,N/A,Credit Card,926.52,Y,1
1230,Loan,N/A,Home Loan,81372.6,Y,1
1230,Loan,N/A,Auto Loan,3168.94,Y,1
1230,Loan,N/A,Personal Loan,0.0,N,1
1231,Deposit,IBB,Money Market,103865.62,Y,1
1231,Deposit,NIDDA,Checking,16481.16,Y,1
1231,Deposit,IBB,Savings,29813.56,Y,1
1231,Credit,N/A,Credit Card,4289.52,Y,1
1231,Loan,N/A,Home Loan,0.0,N,1
1231,Loan,N/A,Auto Loan,0.0,N,1
1231,Loan,N/A,Personal Loan,0.0,N,1
1232,Deposit,NIDDA,Checking,9252.63,Y,1
1232,Credit,N/A,Credit Card,594.86,Y,1
1232,Loan,N/A,Home Loan,0.0,N,1
1232,Loan,N/A,Auto Loan,0.0,N,1
1232,Loan,N/A,Personal Loan,1891.31,Y,1
1233,Deposit,NIDDA,Checking,10332.75,Y,1
1233,Credit,N/A,Credit Card,1687.96,Y,1
1233,Loan,N/A,Home Loan,0.0,N,1
1233,Loan,N/A,Auto Loan,0.0,N,1
1233,Loan,N/A,Personal Loan,1939.21,Y,1
1234,Deposit,NIDDA,Checking,5083.38,Y,0
1234,Deposit,IBB,Savings,25480.12,Y,0
1234,Credit,N/A,Credit Card,0.0,N,0
1234,Loan,N/A,Home Loan,0.0,N,0
1234,Loan,N/A,Auto Loan,0.0,N,0
1234,Loan,N/A,Personal Loan,0.0,N,0
1235,Deposit,IBB,Money Market,29174.27,Y,1
1235,Deposit,NIDDA,Checking,8604.54,Y,1
1235,Credit,N/A,Credit Card,2363.51,Y,1
1235,Loan,N/A,Home Loan,0.0,N,1
1235,Loan,N/A,Auto Loan,6328.98,Y,1
1235,Loan,N/A,Personal Loan,0.0,N,1
1236,Deposit,IBB,Money Market,74045.73,Y,1
1236,Deposit,NIDDA,Checking,5605.27,Y,1
1236,Credit,N/A,Credit Card,707.79,Y,1
1236,Loan,N/A,Home Loan,81372.6,Y,1
1236,Loan,N/A,Auto Loan,0.0,N,1
1236,Loan,N/A,Personal Loan,0.0,N,1
1237,Deposit,NIDDA,Checking,8330.99,Y,0
1237,Credit,N/A,Credit Card,0.0,N,0
1237,Loan,N/A,Home Loan,0.0,N,0
1237,Loan,N/A,Auto Loan,0.0,N,0
1237,Loan,N/A,Personal Loan,0.0,N,0
1238,Deposit,NIDDA,Checking,4587.5,Y,1
1238,Credit,N/A,Credit Card,9537.61,Y,1
1238,Loan,N/A,Home Loan,81372.6,Y,1
1238,Loan,N/A,Auto Loan,0.0,N,1
1238,Loan,N/A,Personal Loan,0.0,N,1
1239,Deposit,NIDDA,Checking,4608.29,Y,1
1239,Credit,N/A,Credit Card,1114.32,Y,1
1239,Loan,N/A,Home Loan,81372.6,Y,1
1239,Loan,N/A,Auto Loan,0.0,N,1
1239,Loan,N/A,Personal Loan,0.0,N,1
1240,Deposit,IBB,Money Market,3734.02,Y,1
1240,Deposit,NIDDA,Checking,4361.47,Y,1
1240,Credit,N/A,Credit Card,843.87,Y,1
1240,Loan,N/A,Home Loan,0.0,N,1
1240,Loan,N/A,Auto Loan,0.0,N,1
1240,Loan,N/A,Personal Loan,0.0,N,1
1241,Deposit,NIDDA,Checking,19951.11,Y,1
1241,Credit,N/A,Credit Card,722.75,Y,1
1241,Loan,N/A,Home Loan,0.0,N,1
1241,Loan,N/A,Auto Loan,1359.65,Y,1
1241,Loan,N/A,Personal Loan,0.0,N,1
1242,Deposit,NIDDA,Checking,2313.69,Y,1
1242,Credit,N/A,Credit Card,803.18,Y,1
1242,Loan,N/A,Home Loan,0.0,N,1
1242,Loan,N/A,Auto Loan,0.0,N,1
1242,Loan,N/A,Personal Loan,0.0,N,1
1243,Deposit,NIDDA,Checking,8561.51,Y,0
1243,Deposit,IBB,Savings,5726.67,Y,0
1243,Credit,N/A,Credit Card,0.0,N,0
1243,Loan,N/A,Home Loan,81372.6,Y,0
1243,Loan,N/A,Auto Loan,0.0,N,0
1243,Loan,N/A,Personal Loan,1604.88,Y,0
1244,Deposit,NIDDA,Checking,16074.61,Y,1
1244,Deposit,IBB,Savings,59347.11,Y,1
1244,Credit,N/A,Credit Card,1141.35,Y,1
1244,Loan,N/A,Home Loan,0.0,N,1
1244,Loan,N/A,Auto Loan,0.0,N,1
1244,Loan,N/A,Personal Loan,0.0,N,1
1245,Deposit,NIDDA,Checking,6842.51,Y,0
1245,Deposit,IBB,Savings,66895.96,Y,0
1245,Credit,N/A,Credit Card,0.0,N,0
1245,Loan,N/A,Home Loan,0.0,N,0
1245,Loan,N/A,Auto Loan,0.0,N,0
1245,Loan,N/A,Personal Loan,0.0,N,0
1246,Deposit,NIDDA,Checking,3299.4,Y,1
1246,Credit,N/A,Credit Card,1362.03,Y,1
1246,Loan,N/A,Home Loan,0.0,N,1
1246,Loan,N/A,Auto Loan,0.0,N,1
1246,Loan,N/A,Personal Loan,0.0,N,1
1247,Deposit,NIDDA,Checking,34541.4,Y,1
1247,Deposit,IBB,Savings,10702.79,Y,1
1247,Credit,N/A,Credit Card,1560.58,Y,1
1247,Loan,N/A,Home Loan,0.0,N,1
1247,Loan,N/A,Auto Loan,0.0,N,1
1247,Loan,N/A,Personal Loan,0.0,N,1
1248,Deposit,NIDDA,Checking,1602.22,Y,0
1248,Credit,N/A,Credit Card,0.0,N,0
1248,Loan,N/A,Home Loan,0.0,N,0
1248,Loan,N/A,Auto Loan,1807.43,Y,0
1248,Loan,N/A,Personal Loan,0.0,N,0
1249,Deposit,NIDDA,Checking,13616.39,Y,0
1249,Credit,N/A,Credit Card,0.0,N,0
1249,Loan,N/A,Home Loan,0.0,N,0
1249,Loan,N/A,Auto Loan,0.0,N,0
1249,Loan,N/A,Personal Loan,0.0,N,0
1250,Deposit,NIDDA,Checking,6252.92,Y,1
1250,Deposit,IBB,Savings,232114.16,Y,1
1250,Credit,N/A,Credit Card,1660.53,Y,1
1250,Loan,N/A,Home Loan,0.0,N,1
1250,Loan,N/A,Auto Loan,0.0,N,1
1250,Loan,N/A,Personal Loan,0.0,N,1
1251,Deposit,IBB,CD Short Term,12159.35,Y,0
1251,Deposit,NIDDA,Checking,3301.6,Y,0
1251,Credit,N/A,Credit Card,0.0,N,0
1251,Loan,N/A,Home Loan,0.0,N,0
1251,Loan,N/A,Auto Loan,0.0,N,0
1251,Loan,N/A,Personal Loan,0.0,N,0
1252,Deposit,NIDDA,Checking,17610.72,Y,1
1252,Credit,N/A,Credit Card,2250.23,Y,1
1252,Loan,N/A,Home Loan,0.0,N,1
1252,Loan,N/A,Auto Loan,0.0,N,1
1252,Loan,N/A,Personal Loan,0.0,N,1
1253,Deposit,NIDDA,Checking,6400.47,Y,1
1253,Credit,N/A,Credit Card,3277.42,Y,1
1253,Loan,N/A,Home Loan,0.0,N,1
1253,Loan,N/A,Auto Loan,0.0,N,1
1253,Loan,N/A,Personal Loan,0.0,N,1
1254,Deposit,NIDDA,Checking,9281.0,Y,1
1254,Deposit,IBB,Savings,7427.62,Y,1
1254,Credit,N/A,Credit Card,6853.44,Y,1
1254,Loan,N/A,Home Loan,0.0,N,1
1254,Loan,N/A,Auto Loan,0.0,N,1
1254,Loan,N/A,Personal Loan,638.65,Y,1
1255,Deposit,NIDDA,Checking,2247.5,Y,0
1255,Credit,N/A,Credit Card,0.0,N,0
1255,Loan,N/A,Home Loan,0.0,N,0
1255,Loan,N/A,Auto Loan,1090.51,Y,0
1255,Loan,N/A,Personal Loan,0.0,N,0
1256,Deposit,NIDDA,Checking,3963.81,Y,1
1256,Credit,N/A,Credit Card,819.03,Y,1
1256,Loan,N/A,Home Loan,0.0,N,1
1256,Loan,N/A,Auto Loan,0.0,N,1
1256,Loan,N/A,Personal Loan,0.0,N,1
1257,Deposit,NIDDA,Checking,4980.08,Y,1
1257,Deposit,IBB,Savings,12052.56,Y,1
1257,Credit,N/A,Credit Card,2442.67,Y,1
1257,Loan,N/A,Home Loan,0.0,N,1
1257,Loan,N/A,Auto Loan,1887.73,Y,1
1257,Loan,N/A,Personal Loan,0.0,N,1
1258,Deposit,NIDDA,Checking,8884.98,Y,1
1258,Credit,N/A,Credit Card,816.39,Y,1
1258,Loan,N/A,Home Loan,0.0,N,1
1258,Loan,N/A,Auto Loan,0.0,N,1
1258,Loan,N/A,Personal Loan,0.0,N,1
1259,Deposit,NIDDA,Checking,1926.33,Y,1
1259,Deposit,IBB,Savings,34956.27,Y,1
1259,Credit,N/A,Credit Card,29727.88,Y,1
1259,Loan,N/A,Home Loan,0.0,N,1
1259,Loan,N/A,Auto Loan,0.0,N,1
1259,Loan,N/A,Personal Loan,0.0,N,1
1260,Deposit,NIDDA,Checking,2112.01,Y,1
1260,Credit,N/A,Credit Card,3549.6,Y,1
1260,Loan,N/A,Home Loan,0.0,N,1
1260,Loan,N/A,Auto Loan,0.0,N,1
1260,Loan,N/A,Personal Loan,0.0,N,1
1261,Deposit,NIDDA,Checking,20994.38,Y,1
1261,Credit,N/A,Credit Card,8965.66,Y,1
1261,Loan,N/A,Home Loan,0.0,N,1
1261,Loan,N/A,Auto Loan,0.0,N,1
1261,Loan,N/A,Personal Loan,0.0,N,1
1262,Deposit,NIDDA,Checking,1576.24,Y,0
1262,Credit,N/A,Credit Card,0.0,N,0
1262,Loan,N/A,Home Loan,0.0,N,0
1262,Loan,N/A,Auto Loan,0.0,N,0
1262,Loan,N/A,Personal Loan,0.0,N,0
1263,Deposit,NIDDA,Checking,3871.17,Y,0
1263,Credit,N/A,Credit Card,0.0,N,0
1263,Loan,N/A,Home Loan,81372.6,Y,0
1263,Loan,N/A,Auto Loan,0.0,N,0
1263,Loan,N/A,Personal Loan,0.0,N,0
1264,Deposit,NIDDA,Checking,6981.16,Y,1
1264,Deposit,IBB,Savings,12646.86,Y,1
1264,Credit,N/A,Credit Card,2416.53,Y,1
1264,Loan,N/A,Home Loan,0.0,N,1
1264,Loan,N/A,Auto Loan,0.0,N,1
1264,Loan,N/A,Personal Loan,678.29,Y,1
1265,Deposit,NIDDA,Checking,1884.13,Y,0
1265,Credit,N/A,Credit Card,0.0,N,0
1265,Loan,N/A,Home Loan,81372.6,Y,0
1265,Loan,N/A,Auto Loan,0.0,N,0
1265,Loan,N/A,Personal Loan,0.0,N,0
1266,Deposit,NIDDA,Checking,8638.53,Y,0
1266,Credit,N/A,Credit Card,0.0,N,0
1266,Loan,N/A,Home Loan,44069.63,Y,0
1266,Loan,N/A,Auto Loan,0.0,N,0
1266,Loan,N/A,Personal Loan,0.0,N,0
1267,Deposit,IBB,CD Long Term,51128.43,Y,0
1267,Deposit,NIDDA,Checking,11432.74,Y,0
1267,Credit,N/A,Credit Card,0.0,N,0
1267,Loan,N/A,Home Loan,0.0,N,0
1267,Loan,N/A,Auto Loan,0.0,N,0
1267,Loan,N/A,Personal Loan,0.0,N,0
1268,Deposit,NIDDA,Checking,15144.98,Y,1
1268,Deposit,IBB,Savings,136268.34,Y,1
1268,Credit,N/A,Credit Card,2696.68,Y,1
1268,Loan,N/A,Home Loan,0.0,N,1
1268,Loan,N/A,Auto Loan,0.0,N,1
1268,Loan,N/A,Personal Loan,0.0,N,1
1269,Deposit,NIDDA,Checking,3613.08,Y,1
1269,Credit,N/A,Credit Card,1669.72,Y,1
1269,Loan,N/A,Home Loan,0.0,N,1
1269,Loan,N/A,Auto Loan,0.0,N,1
1269,Loan,N/A,Personal Loan,0.0,N,1
1270,Deposit,NIDDA,Checking,4085.39,Y,1
1270,Deposit,IBB,Savings,13113.69,Y,1
1270,Credit,N/A,Credit Card,3294.64,Y,1
1270,Loan,N/A,Home Loan,0.0,N,1
1270,Loan,N/A,Auto Loan,0.0,N,1
1270,Loan,N/A,Personal Loan,0.0,N,1
1271,Deposit,NIDDA,Checking,3794.41,Y,1
1271,Credit,N/A,Credit Card,6035.38,Y,1
1271,Loan,N/A,Home Loan,0.0,N,1
1271,Loan,N/A,Auto Loan,0.0,N,1
1271,Loan,N/A,Personal Loan,0.0,N,1
1272,Deposit,NIDDA,Checking,4061.68,Y,1
1272,Deposit,IBB,Savings,3763.97,Y,1
1272,Credit,N/A,Credit Card,2942.22,Y,1
1272,Loan,N/A,Home Loan,0.0,N,1
1272,Loan,N/A,Auto Loan,0.0,N,1
1272,Loan,N/A,Personal Loan,0.0,N,1
1273,Deposit,NIDDA,Checking,1792.03,Y,1
1273,Credit,N/A,Credit Card,7329.97,Y,1
1273,Loan,N/A,Home Loan,0.0,N,1
1273,Loan,N/A,Auto Loan,0.0,N,1
1273,Loan,N/A,Personal Loan,0.0,N,1
1274,Deposit,NIDDA,Checking,3877.06,Y,1
1274,Deposit,IBB,Savings,45722.81,Y,1
1274,Credit,N/A,Credit Card,16518.53,Y,1
1274,Loan,N/A,Home Loan,65747.22,Y,1
1274,Loan,N/A,Auto Loan,0.0,N,1
1274,Loan,N/A,Personal Loan,1243.83,Y,1
1275,Deposit,NIDDA,Checking,4221.4,Y,1
1275,Credit,N/A,Credit Card,2641.76,Y,1
1275,Loan,N/A,Home Loan,0.0,N,1
1275,Loan,N/A,Auto Loan,0.0,N,1
1275,Loan,N/A,Personal Loan,0.0,N,1
1276,Deposit,NIDDA,Checking,3608.32,Y,0
1276,Credit,N/A,Credit Card,0.0,N,0
1276,Loan,N/A,Home Loan,0.0,N,0
1276,Loan,N/A,Auto Loan,0.0,N,0
1276,Loan,N/A,Personal Loan,0.0,N,0
1277,Deposit,NIDDA,Checking,1404.47,Y,0
1277,Credit,N/A,Credit Card,0.0,N,0
1277,Loan,N/A,Home Loan,0.0,N,0
1277,Loan,N/A,Auto Loan,0.0,N,0
1277,Loan,N/A,Personal Loan,0.0,N,0
1278,Deposit,NIDDA,Checking,18260.0,Y,0
1278,Deposit,IBB,Savings,10350.82,Y,0
1278,Credit,N/A,Credit Card,0.0,N,0
1278,Loan,N/A,Home Loan,0.0,N,0
1278,Loan,N/A,Auto Loan,0.0,N,0
1278,Loan,N/A,Personal Loan,0.0,N,0
1279,Deposit,NIDDA,Checking,11252.09,Y,1
1279,Deposit,IBB,Savings,16236.1,Y,1
1279,Credit,N/A,Credit Card,8042.1,Y,1
1279,Loan,N/A,Home Loan,0.0,N,1
1279,Loan,N/A,Auto Loan,0.0,N,1
1279,Loan,N/A,Personal Loan,0.0,N,1
1280,Deposit,NIDDA,Checking,13188.62,Y,1
1280,Credit,N/A,Credit Card,960.36,Y,1
1280,Loan,N/A,Home Loan,0.0,N,1
1280,Loan,N/A,Auto Loan,0.0,N,1
1280,Loan,N/A,Personal Loan,0.0,N,1
1281,Deposit,NIDDA,Checking,10794.56,Y,1
1281,Deposit,IBB,Savings,17999.47,Y,1
1281,Credit,N/A,Credit Card,1737.6,Y,1
1281,Loan,N/A,Home Loan,0.0,N,1
1281,Loan,N/A,Auto Loan,0.0,N,1
1281,Loan,N/A,Personal Loan,0.0,N,1
1282,Deposit,NIDDA,Checking,11163.37,Y,0
1282,Credit,N/A,Credit Card,0.0,N,0
1282,Loan,N/A,Home Loan,0.0,N,0
1282,Loan,N/A,Auto Loan,0.0,N,0
1282,Loan,N/A,Personal Loan,0.0,N,0
1283,Deposit,IBB,CD Short Term,52998.42,Y,1
1283,Deposit,NIDDA,Checking,27152.34,Y,1
1283,Deposit,IBB,Savings,23111.39,Y,1
1283,Credit,N/A,Credit Card,5976.44,Y,1
1283,Loan,N/A,Home Loan,81372.6,Y,1
1283,Loan,N/A,Auto Loan,0.0,N,1
1283,Loan,N/A,Personal Loan,0.0,N,1
1284,Deposit,NIDDA,Checking,3439.14,Y,0
1284,Deposit,IBB,Savings,3964.89,Y,0
1284,Credit,N/A,Credit Card,0.0,N,0
1284,Loan,N/A,Home Loan,0.0,N,0
1284,Loan,N/A,Auto Loan,0.0,N,0
1284,Loan,N/A,Personal Loan,1238.51,Y,0
1285,Deposit,NIDDA,Checking,8283.11,Y,1
1285,Deposit,IBB,Savings,30001.93,Y,1
1285,Credit,N/A,Credit Card,3234.91,Y,1
1285,Loan,N/A,Home Loan,0.0,N,1
1285,Loan,N/A,Auto Loan,0.0,N,1
1285,Loan,N/A,Personal Loan,0.0,N,1
1286,Deposit,NIDDA,Checking,4894.92,Y,0
1286,Deposit,IBB,Savings,28401.06,Y,0
1286,Credit,N/A,Credit Card,0.0,N,0
1286,Loan,N/A,Home Loan,0.0,N,0
1286,Loan,N/A,Auto Loan,0.0,N,0
1286,Loan,N/A,Personal Loan,0.0,N,0
1287,Deposit,NIDDA,Checking,3713.63,Y,1
1287,Credit,N/A,Credit Card,2051.21,Y,1
1287,Loan,N/A,Home Loan,0.0,N,1
1287,Loan,N/A,Auto Loan,6328.98,Y,1
1287,Loan,N/A,Personal Loan,0.0,N,1
1288,Deposit,NIDDA,Checking,1756.03,Y,1
1288,Credit,N/A,Credit Card,2035.86,Y,1
1288,Loan,N/A,Home Loan,0.0,N,1
1288,Loan,N/A,Auto Loan,0.0,N,1
1288,Loan,N/A,Personal Loan,0.0,N,1
1289,Deposit,NIDDA,Checking,7779.25,Y,1
1289,Credit,N/A,Credit Card,6088.29,Y,1
1289,Loan,N/A,Home Loan,77196.77,Y,1
1289,Loan,N/A,Auto Loan,0.0,N,1
1289,Loan,N/A,Personal Loan,0.0,N,1
1290,Deposit,NIDDA,Checking,25151.2,Y,1
1290,Deposit,IBB,Savings,5036.85,Y,1
1290,Credit,N/A,Credit Card,4290.46,Y,1
1290,Loan,N/A,Home Loan,0.0,N,1
1290,Loan,N/A,Auto Loan,0.0,N,1
1290,Loan,N/A,Personal Loan,0.0,N,1
1291,Deposit,NIDDA,Checking,5393.33,Y,0
1291,Deposit,IBB,Savings,9833.25,Y,0
1291,Credit,N/A,Credit Card,0.0,N,0
1291,Loan,N/A,Home Loan,0.0,N,0
1291,Loan,N/A,Auto Loan,0.0,N,0
1291,Loan,N/A,Personal Loan,2175.75,Y,0
1292,Deposit,IBB,CD Short Term,6702.62,Y,1
1292,Deposit,NIDDA,Checking,6101.8,Y,1
1292,Deposit,IBB,Savings,4092.89,Y,1
1292,Credit,N/A,Credit Card,7218.87,Y,1
1292,Loan,N/A,Home Loan,0.0,N,1
1292,Loan,N/A,Auto Loan,2852.65,Y,1
1292,Loan,N/A,Personal Loan,0.0,N,1
1293,Deposit,NIDDA,Checking,2255.0,Y,0
1293,Credit,N/A,Credit Card,0.0,N,0
1293,Loan,N/A,Home Loan,0.0,N,0
1293,Loan,N/A,Auto Loan,0.0,N,0
1293,Loan,N/A,Personal Loan,0.0,N,0
1294,Deposit,NIDDA,Checking,4967.33,Y,1
1294,Credit,N/A,Credit Card,6003.55,Y,1
1294,Loan,N/A,Home Loan,81372.6,Y,1
1294,Loan,N/A,Auto Loan,0.0,N,1
1294,Loan,N/A,Personal Loan,1074.78,Y,1
1295,Deposit,NIDDA,Checking,7547.0,Y,0
1295,Credit,N/A,Credit Card,0.0,N,0
1295,Loan,N/A,Home Loan,0.0,N,0
1295,Loan,N/A,Auto Loan,0.0,N,0
1295,Loan,N/A,Personal Loan,0.0,N,0
1296,Deposit,NIDDA,Checking,2617.73,Y,0
1296,Deposit,IBB,Savings,2695.12,Y,0
1296,Credit,N/A,Credit Card,0.0,N,0
1296,Loan,N/A,Home Loan,0.0,N,0
1296,Loan,N/A,Auto Loan,1727.76,Y,0
1296,Loan,N/A,Personal Loan,0.0,N,0
1297,Deposit,NIDDA,Checking,6437.64,Y,1
1297,Credit,N/A,Credit Card,3866.16,Y,1
1297,Loan,N/A,Home Loan,0.0,N,1
1297,Loan,N/A,Auto Loan,0.0,N,1
1297,Loan,N/A,Personal Loan,0.0,N,1
1298,Deposit,IBB,Money Market,10990.37,Y,1
1298,Deposit,NIDDA,Checking,3681.03,Y,1
1298,Credit,N/A,Credit Card,1621.42,Y,1
1298,Loan,N/A,Home Loan,0.0,N,1
1298,Loan,N/A,Auto Loan,0.0,N,1
1298,Loan,N/A,Personal Loan,0.0,N,1
1299,Deposit,IBB,Money Market,29186.34,Y,0
1299,Deposit,NIDDA,Checking,21873.15,Y,0
1299,Deposit,IBB,Savings,13593.06,Y,0
1299,Credit,N/A,Credit Card,0.0,N,0
1299,Loan,N/A,Home Loan,0.0,N,0
1299,Loan,N/A,Auto Loan,0.0,N,0
1299,Loan,N/A,Personal Loan,0.0,N,0
1300,Deposit,NIDDA,Checking,4075.65,Y,0
1300,Credit,N/A,Credit Card,0.0,N,0
1300,Loan,N/A,Home Loan,0.0,N,0
1300,Loan,N/A,Auto Loan,2494.28,Y,0
1300,Loan,N/A,Personal Loan,0.0,N,0
1301,Deposit,IBB,Money Market,25962.92,Y,1
1301,Deposit,NIDDA,Checking,5216.34,Y,1
1301,Credit,N/A,Credit Card,1880.79,Y,1
1301,Loan,N/A,Home Loan,0.0,N,1
1301,Loan,N/A,Auto Loan,0.0,N,1
1301,Loan,N/A,Personal Loan,0.0,N,1
1302,Deposit,NIDDA,Checking,2823.67,Y,1
1302,Deposit,IBB,Savings,46014.45,Y,1
1302,Credit,N/A,Credit Card,4957.96,Y,1
1302,Loan,N/A,Home Loan,0.0,N,1
1302,Loan,N/A,Auto Loan,1653.83,Y,1
1302,Loan,N/A,Personal Loan,328.01,Y,1
1303,Deposit,NIDDA,Checking,6159.82,Y,1
1303,Credit,N/A,Credit Card,5084.51,Y,1
1303,Loan,N/A,Home Loan,0.0,N,1
1303,Loan,N/A,Auto Loan,0.0,N,1
1303,Loan,N/A,Personal Loan,0.0,N,1
1304,Deposit,NIDDA,Checking,1568.5,Y,1
1304,Deposit,IBB,Savings,11528.12,Y,1
1304,Credit,N/A,Credit Card,5401.97,Y,1
1304,Loan,N/A,Home Loan,0.0,N,1
1304,Loan,N/A,Auto Loan,0.0,N,1
1304,Loan,N/A,Personal Loan,0.0,N,1
1305,Deposit,IBB,Money Market,5096.74,Y,1
1305,Deposit,NIDDA,Checking,4024.73,Y,1
1305,Credit,N/A,Credit Card,2856.04,Y,1
1305,Loan,N/A,Home Loan,0.0,N,1
1305,Loan,N/A,Auto Loan,0.0,N,1
1305,Loan,N/A,Personal Loan,1190.12,Y,1
1306,Deposit,NIDDA,Checking,8712.61,Y,1
1306,Credit,N/A,Credit Card,1541.26,Y,1
1306,Loan,N/A,Home Loan,0.0,N,1
1306,Loan,N/A,Auto Loan,0.0,N,1
1306,Loan,N/A,Personal Loan,0.0,N,1
1307,Deposit,NIDDA,Checking,3013.1,Y,1
1307,Credit,N/A,Credit Card,779.61,Y,1
1307,Loan,N/A,Home Loan,81372.6,Y,1
1307,Loan,N/A,Auto Loan,0.0,N,1
1307,Loan,N/A,Personal Loan,0.0,N,1
1308,Deposit,NIDDA,Checking,3000.83,Y,1
1308,Credit,N/A,Credit Card,7795.95,Y,1
1308,Loan,N/A,Home Loan,61401.68,Y,1
1308,Loan,N/A,Auto Loan,0.0,N,1
1308,Loan,N/A,Personal Loan,0.0,N,1
1309,Deposit,NIDDA,Checking,4771.01,Y,1
1309,Credit,N/A,Credit Card,3613.84,Y,1
1309,Loan,N/A,Home Loan,0.0,N,1
1309,Loan,N/A,Auto Loan,0.0,N,1
1309,Loan,N/A,Personal Loan,0.0,N,1
1310,Deposit,NIDDA,Checking,4403.6,Y,0
1310,Credit,N/A,Credit Card,0.0,N,0
1310,Loan,N/A,Home Loan,0.0,N,0
1310,Loan,N/A,Auto Loan,0.0,N,0
1310,Loan,N/A,Personal Loan,2230.93,Y,0
1311,Deposit,NIDDA,Checking,3637.47,Y,0
1311,Credit,N/A,Credit Card,0.0,N,0
1311,Loan,N/A,Home Loan,0.0,N,0
1311,Loan,N/A,Auto Loan,0.0,N,0
1311,Loan,N/A,Personal Loan,0.0,N,0
1312,Deposit,NIDDA,Checking,5929.77,Y,0
1312,Deposit,IBB,Savings,11868.15,Y,0
1312,Credit,N/A,Credit Card,0.0,N,0
1312,Loan,N/A,Home Loan,0.0,N,0
1312,Loan,N/A,Auto Loan,0.0,N,0
1312,Loan,N/A,Personal Loan,0.0,N,0
1313,Deposit,NIDDA,Checking,8022.27,Y,1
1313,Credit,N/A,Credit Card,3653.92,Y,1
1313,Loan,N/A,Home Loan,0.0,N,1
1313,Loan,N/A,Auto Loan,752.13,Y,1
1313,Loan,N/A,Personal Loan,0.0,N,1
1314,Deposit,IBB,CD Long Term,107612.2,Y,1
1314,Deposit,IBB,CD Short Term,56322.37,Y,1
1314,Deposit,NIDDA,Checking,5377.44,Y,1
1314,Credit,N/A,Credit Card,3239.12,Y,1
1314,Loan,N/A,Home Loan,0.0,N,1
1314,Loan,N/A,Auto Loan,0.0,N,1
1314,Loan,N/A,Personal Loan,0.0,N,1
